Icing_Factor,Scenario,Mode,Generations,Capped_at_30,W_Econ,W_GHG,W_Social,Land_Sensitivity,Spill_Sensitivity,Diesel_Price,Capex_Factor,Demand_Factor,Optimal_Turbines,LCOE_Nominal,LCOE_Worst_Case,LCOE_Best_Case,Pct_Wind,Emissions_Intensity,Hybrid_Total_Emissions_tCO2,Baseline_Total_Emissions_tCO2,Payback_Year
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.2,0.8,0.8,0.8,0.78,1,1,1,0.2138,0.2238,0.2047,13.81,696.34,8256.32,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.2,0.8,0.8,0.8,0.78,1,1,1,0.1983,0.2083,0.1892,13.81,696.34,8256.32,9579.1,21.6
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.3,0.7,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.3,0.7,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.3,0.7,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.3,0.7,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.4,0.6,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.4,0.6,0.8,0.8,0.78,1,1,3,0.1859,0.1961,0.1767,41.43,478.3,5610.77,9579.1,18.64
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.4,0.6,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.4,0.6,0.8,0.8,0.78,1,1,3,0.1859,0.1961,0.1767,41.43,478.3,5610.77,9579.1,18.64
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.5,0.5,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.5,0.5,0.8,0.8,0.78,1,1,3,0.1859,0.1961,0.1767,41.43,478.3,5610.77,9579.1,18.64
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.5,0.5,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.5,0.5,0.8,0.8,0.78,1,1,3,0.1859,0.1961,0.1767,41.43,478.3,5610.77,9579.1,18.64
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.6,0.4,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.6,0.4,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.6,0.4,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.6,0.4,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.7,0.3,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.7,0.3,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.7,0.3,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.7,0.3,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.8,0.2,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.8,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.8,0.2,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.8,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,0.9,0.1,0.8,0.8,0.78,1,1,8,0.2131,0.217,0.21,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,0.9,0.1,0.8,0.8,0.78,1,1,8,0.1976,0.2015,0.1945,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Greenfield,50,No,0.001,0.9,0.1,0.8,0.8,0.78,1,1,8,0.2131,0.217,0.21,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,0.9,0.1,0.8,0.8,0.78,1,1,8,0.1976,0.2015,0.1945,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Greenfield,50,Yes,0.001,1,0.001,0.8,0.8,0.78,1,1,8,0.2131,0.217,0.21,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.001,1,0.001,0.8,0.8,0.78,1,1,8,0.1976,0.2015,0.1945,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Greenfield,50,No,0.001,1,0.001,0.8,0.8,0.78,1,1,8,0.2131,0.217,0.21,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.001,1,0.001,0.8,0.8,0.78,1,1,8,0.1976,0.2015,0.1945,89.36,99.88,1019.38,9579.1,No payback
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.001,0.9,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.001,0.9,0.8,0.8,0.78,1,1,1,0.1983,0.2083,0.1892,13.81,696.34,8256.32,9579.1,21.6
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.001,0.9,0.8,0.8,0.78,1,1,1,0.2138,0.2238,0.2047,13.81,696.34,8256.32,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.001,0.9,0.8,0.8,0.78,1,1,1,0.1983,0.2083,0.1892,13.81,696.34,8256.32,9579.1,21.6
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.1,0.8,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.1,0.8,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.1,0.8,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.1,0.8,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.2,0.7,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.2,0.7,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.2,0.7,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.2,0.7,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.3,0.6,0.8,0.8,0.78,1,1,2,0.2076,0.2177,0.1985,27.62,587.32,6933.55,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.3,0.6,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.3,0.6,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.3,0.6,0.8,0.8,0.78,1,1,2,0.1921,0.2022,0.1829,27.62,587.32,6933.55,9579.1,19.28
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.4,0.5,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.4,0.5,0.8,0.8,0.78,1,1,3,0.1859,0.1961,0.1767,41.43,478.3,5610.77,9579.1,18.64
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.4,0.5,0.8,0.8,0.78,1,1,3,0.2015,0.2117,0.1922,41.43,478.3,5610.77,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.4,0.5,0.8,0.8,0.78,1,1,3,0.1859,0.1961,0.1767,41.43,478.3,5610.77,9579.1,18.64
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.5,0.4,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.5,0.4,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.5,0.4,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.5,0.4,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.6,0.3,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.6,0.3,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.6,0.3,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.6,0.3,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.7,0.2,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.7,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.7,0.2,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.7,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.8,0.1,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.8,0.1,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.8,0.1,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.8,0.1,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.1,0.9,0.001,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.1,0.9,0.001,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.1,0.9,0.001,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.1,0.9,0.001,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.001,0.8,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.001,0.8,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.001,0.8,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.001,0.8,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.1,0.7,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.1,0.7,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.1,0.7,0.8,0.8,0.78,1,1,4,0.1953,0.2056,0.1859,55.24,369.28,4288,9579.1,29.78
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.1,0.7,0.8,0.8,0.78,1,1,4,0.1797,0.19,0.1704,55.24,369.28,4288,9579.1,18.34
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.2,0.6,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.2,0.6,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.2,0.6,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.2,0.6,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.3,0.5,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.3,0.5,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.3,0.5,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.3,0.5,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.4,0.4,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.4,0.4,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.4,0.4,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.4,0.4,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.5,0.3,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.5,0.3,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.5,0.3,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.5,0.3,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.6,0.2,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.6,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.6,0.2,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.6,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.7,0.1,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.7,0.1,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.7,0.1,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.7,0.1,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.2,0.8,0.001,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.2,0.8,0.001,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,No,0.2,0.8,0.001,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.2,0.8,0.001,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.001,0.7,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.001,0.7,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.001,0.7,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.001,0.7,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.1,0.6,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.1,0.6,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.1,0.6,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.1,0.6,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.2,0.5,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.2,0.5,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.2,0.5,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.2,0.5,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.3,0.4,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.3,0.4,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.3,0.4,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.3,0.4,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.4,0.3,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.4,0.3,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.4,0.3,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.4,0.3,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.5,0.2,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.5,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.5,0.2,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.5,0.2,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.6,0.1,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.6,0.1,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.6,0.1,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.6,0.1,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.3,0.7,0.001,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.3,0.7,0.001,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.3,0.7,0.001,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.3,0.7,0.001,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,Yes,0.4,0.001,0.6,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.4,0.001,0.6,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,No,0.4,0.001,0.6,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,No,0.4,0.001,0.6,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.4,0.1,0.5,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.4,0.1,0.5,0.8,0.8,0.78,1,1,5,0.1737,0.1839,0.1655,68.96,260.89,2972.92,9579.1,18.25
0.2,Weight_Correlation,Greenfield,50,No,0.4,0.1,0.5,0.8,0.8,0.78,1,1,5,0.1893,0.1995,0.181,68.96,260.89,2972.92,9579.1,26.08
0.2,Weight_Correlation,Brownfield,50,No,0.4,0.1,0.5,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
0.2,Weight_Correlation,Greenfield,50,Yes,0.4,0.2,0.4,0.8,0.8,0.78,1,1,6,0.1912,0.1983,0.1855,78.73,183.77,2037.17,9579.1,No payback
0.2,Weight_Correlation,Brownfield,50,Yes,0.4,0.2,0.4,0.8,0.8,0.78,1,1,6,0.1757,0.1828,0.17,78.73,183.77,2037.17,9579.1,23.24
